,Year,Mon,Day,tmax,tmin
0,1981,1,1,2.13938287153652,-5.70574628904472
1,1981,1,2,2.4404489582839,-4.77338219242164
2,1981,1,3,2.44329647382659,-5.44404269353001
3,1981,1,4,2.7563783061205,-5.21716507896414
4,1981,1,5,4.90116557083084,-4.29873560953283
5,1981,1,6,7.32962487976916,-2.76139058876859
6,1981,1,7,2.59799959313759,-10.9052795585055
7,1981,1,8,-2.57983963755136,-10.2829390872783
8,1981,1,9,-1.31440606777311,-8.57087342165014
9,1981,1,10,1.60530066122131,-6.89940378688486
10,1981,1,11,4.5988666771604,-3.8
11,1981,1,12,5.16129693788277,-4.93255861372658
12,1981,1,13,0.392616293379277,-12.696690513708
13,1981,1,14,-5.71574457497563,-14.0810150567169
14,1981,1,15,-8.08740966063583,-15.0296116865931
15,1981,1,16,-7.12058342406023,-13.4024654058753
16,1981,1,17,-2.91937023320797,-12.9619458382336
17,1981,1,18,2.6594300893504,-13.8019118166959
18,1981,1,19,-7.91807033476855,-13.9141733304941
19,1981,1,20,-5.03910247849613,-12.0207421178587
20,1981,1,21,-2.38336130000883,-9.41916768172618
21,1981,1,22,-3.0472966113016,-10.7816697591415
22,1981,1,23,-4.30891380135348,-10.7522555299975
23,1981,1,24,-3.17133365988333,-9.82261479570516
24,1981,1,25,-2.34759339397686,-9.78539450415175
25,1981,1,26,-2.36746445288351,-12.7786189636948
26,1981,1,27,-5.57658911566864,-12.2334153804147
27,1981,1,28,-2.0081524616199,-9.17859724814848
28,1981,1,29,0.623253699264278,-7.3
29,1981,1,30,-0.969481560662745,-8.8701318264418
30,1981,1,31,-2.39130972357149,-9.07040740015599
31,1981,2,1,1.59769894534995,-6.26347913594982
32,1981,2,2,2.08869870220975,-6.3003434895999
33,1981,2,3,1.91452006207049,-6.21725760022467
34,1981,2,4,0.701223940820444,-7.49875795137404
35,1981,2,5,2.81187925998053,-6.71740385618717
36,1981,2,6,1.69623964308477,-6.17042739443872
37,1981,2,7,1.69623964308477,-8.8993381004676
38,1981,2,8,-0.0122890195334721,-8.74773287656867
39,1981,2,9,3.89728527432417,-5.66839509405962
40,1981,2,10,4.0,-5.6
41,1981,2,11,4.4343817719859,-4.95084007741027
42,1981,2,12,5.32457002457002,-3.51559342867274
43,1981,2,13,4.54404846756949,-3.65110328638498
44,1981,2,14,7.94229223802538,-2.70809147779715
45,1981,2,15,7.92187639517826,-8.9410870298808
46,1981,2,16,-1.63997704515772,-12.2747153173195
47,1981,2,17,-4.05327820710974,-12.6413744387795
48,1981,2,18,-5.98547668206994,-11.6953444165108
49,1981,2,19,-2.59114028792165,-10.891302479305
50,1981,2,20,-3.35533138036607,-10.2406290172643
51,1981,2,21,-1.79432857086318,-9.08680629184129
52,1981,2,22,-0.0364688033377581,-8.83717321195196
53,1981,2,23,6.2788003213425,-4.80047267355982
54,1981,2,24,1.61975780752071,-7.52265151515151
55,1981,2,25,0.3,-8.5737659432131
56,1981,2,26,-1.83143230300392,-8.83270091781414
57,1981,2,27,-0.714912345587691,-8.37178752537627
58,1981,2,28,4.65937090432503,-6.14030381050463
59,1981,3,1,11.6137572607765,0.5
60,1981,3,2,15.3412926718252,-0.337553795078079
61,1981,3,3,9.81870604781997,-0.681387367652426
62,1981,3,4,14.3,-1.45792079540137
63,1981,3,5,6.93424560767977,-5.59243439664357
64,1981,3,6,0.418274980922273,-5.62464023312434
65,1981,3,7,10.7941094487625,-3.89787257719774
66,1981,3,8,6.71313985590196,-4.88796042872772
67,1981,3,9,9.55941271427473,-4.72680495982475
68,1981,3,10,12.3736846442256,-1.86575149595213
69,1981,3,11,6.73044172109622,-3.65135417753794
70,1981,3,12,10.4710998145522,-1.07618503403809
71,1981,3,13,14.0818639247429,0.967329024500224
72,1981,3,14,13.9683059096176,2.50037271467057
73,1981,3,15,12.1904902918919,-0.0852565256525669
74,1981,3,16,9.33226103208798,-0.0113543985977563
75,1981,3,17,9.84528832630098,-0.32358903195208
76,1981,3,18,6.54757079080094,-6.21313523608058
77,1981,3,19,0.870590472037501,-6.53385751162878
78,1981,3,20,0.808911086885424,-6.96347251443445
79,1981,3,21,2.10620069676326,-5.81308592471214
80,1981,3,22,4.99777219187166,-3.32770536216327
81,1981,3,23,5.29731331523186,-2.5830987260893
82,1981,3,24,4.82558266877366,-2.89034196354674
83,1981,3,25,4.03441483979764,-2.99748005232998
84,1981,3,26,6.59766128526268,-2.37472117764279
85,1981,3,27,10.3341492033344,-1.69755694948828
86,1981,3,28,8.34887866589994,-1.36002160108391
87,1981,3,29,10.5140558462415,-2.65016433309657
88,1981,3,30,4.09372376443118,-6.16690244426449
89,1981,3,31,2.36934508924106,-5.06806511301656
90,1981,4,1,4.6,-4.3
91,1981,4,2,10.3929305975072,-0.911801232895252
92,1981,4,3,15.7021721010051,2.18785960566199
93,1981,4,4,18.3495210427929,5.60208980342488
94,1981,4,5,21.9601263047101,8.56791678343582
95,1981,4,6,19.9093636507185,1.91150369585914
96,1981,4,7,11.8887517787011,0.962366125687101
97,1981,4,8,11.4433436083409,-0.220523804560173
98,1981,4,9,12.3084781877313,0.618994038926528
99,1981,4,10,13.9298325312801,3.10551001564061
100,1981,4,11,17.4051524397083,5.43062166559462
101,1981,4,12,14.3107319045693,3.4
102,1981,4,13,14.5124069855733,2.56184912176786
103,1981,4,14,17.850855539972,3.91832967735927
104,1981,4,15,26.1463344074128,8.43420256519239
105,1981,4,16,27.4431208861776,15.2980956113624
106,1981,4,17,27.8032965191716,16.276001798782
107,1981,4,18,25.8546119341861,1.38982507727662
108,1981,4,19,18.2562771020624,3.67374213991689
109,1981,4,20,20.285078369906,5.94693016158184
110,1981,4,21,16.8738582677165,3.66011964107677
111,1981,4,22,15.4135862837336,2.62270343319284
112,1981,4,23,15.3030384641945,2.94547868468306
113,1981,4,24,19.0167810831426,4.9683877072923
114,1981,4,25,14.4856795747912,4.15036197133135
115,1981,4,26,17.7034857312136,4.00318312811108
116,1981,4,27,19.6216094192635,3.99701213176693
117,1981,4,28,20.6124402695071,7.17637580532536
118,1981,4,29,24.4081370205986,9.4775925500115
119,1981,4,30,22.5499427262314,9.64151993061735
120,1981,5,1,17.9407685730999,8.23758497932287
121,1981,5,2,21.843468975469,10.0
122,1981,5,3,18.9190813378853,8.82462422121609
123,1981,5,4,23.2591909577632,5.33103551038834
124,1981,5,5,16.8087099051335,5.81215234034306
125,1981,5,6,20.5781683289589,7.66792208911488
126,1981,5,7,23.4440982927512,10.2
127,1981,5,8,23.3332538670511,11.3998451469912
128,1981,5,9,23.3083051505239,11.2675863158653
129,1981,5,10,23.6414822101984,8.9650036180828
130,1981,5,11,22.0225336027409,6.75682174815297
131,1981,5,12,19.5507135461216,6.69971658248474
132,1981,5,13,21.8278845598846,8.90673344251057
133,1981,5,14,23.6795868175111,8.56847486735327
134,1981,5,15,21.4,8.43717311439151
135,1981,5,16,22.3130379139338,11.2645816529249
136,1981,5,17,24.813531866154,12.3113086915219
137,1981,5,18,23.3848145478738,9.80289815596655
138,1981,5,19,21.852126984127,9.31717112323653
139,1981,5,20,19.9267832353097,10.5761167249032
140,1981,5,21,20.5019478565179,8.41476554561272
141,1981,5,22,24.1440076383774,10.2
142,1981,5,23,25.0679942172271,9.01966244614205
143,1981,5,24,24.4957732569623,10.8588590401449
144,1981,5,25,22.9552762864066,12.3
145,1981,5,26,27.460210179387,13.3639648583352
146,1981,5,27,25.52115239874,13.4159780091239
147,1981,5,28,26.4263595721804,10.9550967598153
148,1981,5,29,24.9877324132643,12.165420865445
149,1981,5,30,27.0043909254208,11.6168621799169
150,1981,5,31,25.2519146018999,13.3738923786514
151,1981,6,1,24.3259465039887,13.605775849706
152,1981,6,2,22.8203785325382,12.9842868306809
153,1981,6,3,25.0613927705278,13.0
154,1981,6,4,24.5520156046814,13.2399812657678
155,1981,6,5,24.5,13.8833729913927
156,1981,6,6,26.7411403293193,13.7413859724772
157,1981,6,7,23.0160020872288,13.6
158,1981,6,8,22.7055486581988,12.7321508397835
159,1981,6,9,22.5104044064195,13.0078173248822
160,1981,6,10,18.7992378677568,13.1207987973346
161,1981,6,11,23.4802028822156,12.6334099861427
162,1981,6,12,17.8560689823875,12.1757591499643
163,1981,6,13,27.6443962673202,13.0
164,1981,6,14,23.1963292478069,12.7836841589147
165,1981,6,15,21.4460452614813,12.4264770184166
166,1981,6,16,20.3250517644439,13.3458706593886
167,1981,6,17,22.7208289561646,14.5030938154426
168,1981,6,18,24.0372672661468,13.4
169,1981,6,19,24.1917391142122,13.5090633815162
170,1981,6,20,30.1167715032865,14.542467826742
171,1981,6,21,25.3,14.2056447326459
172,1981,6,22,28.1267171674185,16.486304467314
173,1981,6,23,28.9898649286861,15.1007883763758
174,1981,6,24,28.9,17.9058503924214
175,1981,6,25,28.2,18.6539443566735
176,1981,6,26,29.5031231022816,17.7078947368421
177,1981,6,27,28.6747532156745,17.8
178,1981,6,28,29.0316511318242,18.9060150855743
179,1981,6,29,30.051344614981,19.1597592581028
180,1981,6,30,31.5896551880073,19.6455761482675
181,1981,7,1,26.2766977363515,18.5006511560291
182,1981,7,2,25.6317070832934,18.6909960924633
183,1981,7,3,25.4977787142473,18.4001486636293
184,1981,7,4,26.4815734198969,15.6128965565366
185,1981,7,5,21.5545754328112,15.7243843423762
186,1981,7,6,23.90498026116,15.957885441765
187,1981,7,7,24.6619991248359,16.1161925754346
188,1981,7,8,27.5897889679715,18.3032385626643
189,1981,7,9,27.6523435928385,20.6
190,1981,7,10,24.7857723323123,17.2139935355094
191,1981,7,11,27.3154960438223,17.8343767339704
192,1981,7,12,23.4449714178026,18.1605590692086
193,1981,7,13,26.1480827277809,19.1579707673153
194,1981,7,14,25.389780154486,19.0876348598686
195,1981,7,15,25.6144541359149,19.0827215591541
196,1981,7,16,26.8,18.2016353105652
197,1981,7,17,28.006515606437,19.7
198,1981,7,18,28.9331614234141,19.4427483494262
199,1981,7,19,29.3656660412758,21.540600122474
200,1981,7,20,29.3656660412758,22.4
201,1981,7,21,31.3447735491648,20.9159971873077
202,1981,7,22,28.4150017966223,19.3
203,1981,7,23,29.5955953362384,20.3614672985782
204,1981,7,24,31.8461732934957,22.4978362183755
205,1981,7,25,32.2048794655823,22.7723693074115
206,1981,7,26,32.9625858086941,23.2126131252209
207,1981,7,27,32.5804599564959,24.2226417243976
208,1981,7,28,33.1548317381908,22.0
209,1981,7,29,31.0219529042386,21.9360435275847
210,1981,7,30,30.2927130774236,22.5204099768943
211,1981,7,31,32.7475360121304,22.4
212,1981,8,1,27.6477442273535,21.2965497412306
213,1981,8,2,27.3154346540508,18.2071680660104
214,1981,8,3,21.8410212029424,17.5005264240181
215,1981,8,4,23.6456105318249,17.8631420857239
216,1981,8,5,20.1653123387009,18.004637212921
217,1981,8,6,26.8326469111,15.9195742105701
218,1981,8,7,25.741686746988,16.9407811001657
219,1981,8,8,26.8966850828729,18.3757485521116
220,1981,8,9,25.5915617798263,19.1927894083073
221,1981,8,10,23.6650799146503,19.3796137685843
222,1981,8,11,24.2656566842151,18.3788804653128
223,1981,8,12,24.3136906102229,17.8209197937351
224,1981,8,13,26.5231104140527,17.3754625881383
225,1981,8,14,27.7,19.4
226,1981,8,15,29.0708115183246,19.5532347811643
227,1981,8,16,23.699525745803,18.1031032014317
228,1981,8,17,26.3994751333115,19.8672002184864
229,1981,8,18,29.9643366619116,21.4
230,1981,8,19,30.0347654041831,21.3397778054327
231,1981,8,20,27.7253311922922,18.3348114098608
232,1981,8,21,25.604717818643,17.2740236364067
233,1981,8,22,22.5187074829932,15.5850804750706
234,1981,8,23,19.3365936187703,13.8920546385791
235,1981,8,24,22.5663265306122,15.6492650012572
236,1981,8,25,25.564970749867,16.1978633422219
237,1981,8,26,25.9289565493181,18.3538251597027
238,1981,8,27,24.2243345128161,18.1648517266521
239,1981,8,28,24.2140039699663,16.4857592188344
240,1981,8,29,20.0104652422433,15.3409761025603
241,1981,8,30,19.5832019575732,14.8562286892396
242,1981,8,31,18.8691847905741,13.4024399043302
243,1981,9,1,23.9830214723926,13.0
244,1981,9,2,24.2107364462551,13.9718950887118
245,1981,9,3,24.7446334463866,14.5793527190732
246,1981,9,4,25.7065533980582,13.586131269588
247,1981,9,5,26.4247145016579,15.1705956872948
248,1981,9,6,26.7593810984109,16.7985228869843
249,1981,9,7,26.3619662363456,15.0025822961498
250,1981,9,8,25.4161260341397,13.674602340234
251,1981,9,9,24.0040825963489,13.3532647273895
252,1981,9,10,23.6,13.9477009747773
253,1981,9,11,23.9071012269939,12.3266315095583
254,1981,9,12,23.7695808229714,13.5123766909078
255,1981,9,13,23.6,13.1648187091508
256,1981,9,14,23.5194532888095,12.5395666779233
257,1981,9,15,24.1844362539789,12.9621690334745
258,1981,9,16,24.5959189417394,12.90871758421
259,1981,9,17,25.2,13.1357883867899
260,1981,9,18,26.5776783079193,13.1599532919953
261,1981,9,19,25.6,13.2460863362898
262,1981,9,20,21.4042779179626,10.2812226120087
263,1981,9,21,19.3094176390021,10.0244501007241
264,1981,9,22,19.2151095897776,8.48338762559492
265,1981,9,23,19.1807003709744,7.30056652008967
266,1981,9,24,17.3229739732349,7.2816760863942
267,1981,9,25,18.846176046176,7.48000560419376
268,1981,9,26,18.7440496429786,7.7912397715087
269,1981,9,27,17.1407100695974,8.04142088352856
270,1981,9,28,17.9700001390192,7.98602610434893
271,1981,9,29,19.5247931158121,9.66541050949024
272,1981,9,30,19.1871520995,7.49672534087709
273,1981,10,1,23.1055730628103,10.9631538428639
274,1981,10,2,23.2194732555987,10.3949791262339
275,1981,10,3,23.5358447488585,9.58840619646088
276,1981,10,4,23.7279939474764,11.173420243406
277,1981,10,5,23.8056946826758,10.8933722306525
278,1981,10,6,26.1017455961071,11.6421413105559
279,1981,10,7,26.3759975145075,12.0526470325094
280,1981,10,8,24.0733745005449,10.1497619939028
281,1981,10,9,25.6979619717893,13.68113970596
282,1981,10,10,23.2592055768179,6.31119671143556
283,1981,10,11,18.163712374582,6.35861157376236
284,1981,10,12,19.9016404998398,6.92105888291712
285,1981,10,13,20.8520390967307,7.5179302586368
286,1981,10,14,21.4350716150985,9.31120989798135
287,1981,10,15,21.3641160245573,9.5
288,1981,10,16,19.1978328173375,5.65461738791626
289,1981,10,17,15.8040531768987,5.57673894371226
290,1981,10,18,18.5688702913109,6.66923642302981
291,1981,10,19,15.6756516197872,1.70691452880345
292,1981,10,20,12.0921599068504,2.36922323402945
293,1981,10,21,16.1389768729454,3.83021974614462
294,1981,10,22,18.1436454849498,5.43026038655741
295,1981,10,23,18.2489966555184,6.0
296,1981,10,24,19.6,7.84788867686955
297,1981,10,25,19.6846646829938,3.289161037507
298,1981,10,26,13.0370972598352,3.05061780506524
299,1981,10,27,11.6945749671476,-0.794221843641247
300,1981,10,28,8.4149147710779,-0.704144519240296
301,1981,10,29,11.4044899397342,1.66051882500079
302,1981,10,30,12.1445565689889,2.47726669240192
303,1981,10,31,15.0194784130989,3.76727270847976
304,1981,11,1,18.6949604626461,5.21522182203913
305,1981,11,2,12.5028639710134,-2.45974242022614
306,1981,11,3,11.3486040609137,-1.45455998366221
307,1981,11,4,13.8819324496096,3.64285157831224
308,1981,11,5,12.8,-6.27016927161412
309,1981,11,6,10.0169296446658,-4.51876566308765
310,1981,11,7,13.4170095518001,2.37953816549069
311,1981,11,8,14.3424199602561,3.29191809065297
312,1981,11,9,13.8475868461015,-3.96139224621614
313,1981,11,10,5.97196610350157,-3.66264404451947
314,1981,11,11,10.0922655170971,-1.1
315,1981,11,12,13.4078251285819,1.72132870095754
316,1981,11,13,12.2779319009282,1.5
317,1981,11,14,12.8894700790834,2.52963321114534
318,1981,11,15,15.1073370492549,2.44464560181721
319,1981,11,16,14.1594319294809,1.08681559572463
320,1981,11,17,11.9686747926321,-1.1
321,1981,11,18,12.3918802371735,0.022100010184337
322,1981,11,19,14.6135807831523,-0.778027438577835
323,1981,11,20,7.15069734387492,-2.91530555312009
324,1981,11,21,5.69965394122494,-3.81225455332571
325,1981,11,22,5.84565368011512,-3.27726236434933
326,1981,11,23,5.19166075510365,-4.31990677547701
327,1981,11,24,7.37157668231611,-4.57404550329087
328,1981,11,25,2.14483606742277,-5.68679185419335
329,1981,11,26,0.251328261176806,-5.8183459063507
330,1981,11,27,2.08989966789899,-5.67163303916615
331,1981,11,28,7.2,-3.64967731967612
332,1981,11,29,10.3833924942642,0.0
333,1981,11,30,11.1881714484957,1.0195405137095
334,1981,12,1,13.0230971704321,2.83316136958652
335,1981,12,2,12.1245733025266,2.35759947590151
336,1981,12,3,13.6788618096598,3.45906703381151
337,1981,12,4,13.4850087741289,-7.62025744493789
338,1981,12,5,1.1570507404278,-7.4
339,1981,12,6,4.32702702702703,-4.08533459380715
340,1981,12,7,6.53729628422425,-1.92639524137697
341,1981,12,8,7.07851965339696,-2.39994332898613
342,1981,12,9,5.316477706312,-3.89655205853256
343,1981,12,10,5.36354552183567,-2.29601843008375
344,1981,12,11,4.59959033944942,-2.91654134540942
345,1981,12,12,5.64562432915922,-2.55586858123927
346,1981,12,13,8.30133532245836,-2.05208531300839
347,1981,12,14,4.31128312778799,-5.59875327819245
348,1981,12,15,2.31733878674363,-5.17764949208383
349,1981,12,16,5.01063607924922,-3.21861223804594
350,1981,12,17,5.33555543442712,-3.58581997533909
351,1981,12,18,2.712,-6.53303103924936
352,1981,12,19,-0.190972038571933,-6.88614566929134
353,1981,12,20,4.1659490491568,-4.56967741611765
354,1981,12,21,11.6183513393518,-2.51305826216861
355,1981,12,22,9.00697002698992,-3.99595390452583
356,1981,12,23,5.05015092475715,-3.6766759840072
357,1981,12,24,5.89279294556554,-2.48271853452333
358,1981,12,25,4.37229073733928,-4.67683837153899
359,1981,12,26,0.972855039486013,-6.58392535500356
360,1981,12,27,-0.435093013484092,-6.89633267716535
361,1981,12,28,0.745373549883991,-6.2
362,1981,12,29,1.75859078886374,-5.9894250973911
363,1981,12,30,1.4579878168599,-5.55154730683881
364,1981,12,31,1.19974207319785,-6.50585598793616
365,1982,1,1,2.27527693545392,-4.32204357717619
366,1982,1,2,3.54614123664022,-3.28883994761961
367,1982,1,3,4.11132690730107,-2.44442816169706
368,1982,1,4,5.08533018372703,-3.11093834505138
369,1982,1,5,4.84996512902262,-2.34939750914165
370,1982,1,6,5.38610500197372,-6.3674630073572
371,1982,1,7,2.70920462140743,-5.94788508578271
372,1982,1,8,6.04178513857833,-3.24858064306663
373,1982,1,9,8.58339934711643,-0.777699730483931
374,1982,1,10,11.5111021355229,3.0021362044987
375,1982,1,11,11.6464574981447,-1.49774147600525
376,1982,1,12,4.6000630930581,-6.54995696237679
377,1982,1,13,-1.40228322913835,-10.6853823364425
378,1982,1,14,-3.40323942137729,-10.7483979261754
379,1982,1,15,-0.428018679119412,-7.63322773654689
380,1982,1,16,-0.0639662027833038,-8.79303082519625
381,1982,1,17,2.99901085645356,-6.79381606171379
382,1982,1,18,5.02899429138744,-2.42231193710235
383,1982,1,19,5.6673335681578,-11.2240477146816
384,1982,1,20,-4.74039676641047,-13.3899843079374
385,1982,1,21,2.0,-9.11841244571689
386,1982,1,22,5.4192692237775,-2.75762470143138
387,1982,1,23,5.42744955462643,-2.17734604128767
388,1982,1,24,4.8006476038657,-5.64596373457802
389,1982,1,25,1.11279011968035,-7.70474492236768
390,1982,1,26,-1.3692937723238,-7.7911422316937
391,1982,1,27,0.403316749585407,-6.79956702516542
392,1982,1,28,2.58579372075677,-5.60761364083334
393,1982,1,29,0.901050162588623,-10.2932581877148
394,1982,1,30,-1.72852497783033,-9.73667438328837
395,1982,1,31,1.40318491834774,-7.28667402680065
396,1982,2,1,6.82091230993543,-6.2
397,1982,2,2,0.932514260640632,-7.25161445369496
398,1982,2,3,1.11206159110351,-8.05311103721853
399,1982,2,4,0.596617350369873,-7.0
400,1982,2,5,0.580489466935337,-7.32010642863274
401,1982,2,6,2.61459833795014,-6.01569094253869
402,1982,2,7,6.52614015572859,-3.44389977544025
403,1982,2,8,9.27609038360483,-1.55147257641227
404,1982,2,9,6.48630136986301,-5.6
405,1982,2,10,8.1367131567301,-3.1658344012236
406,1982,2,11,10.0453952139231,-0.353817419012712
407,1982,2,12,8.62789005658851,-10.8941675449457
408,1982,2,13,-5.94689695102634,-12.4278656040563
409,1982,2,14,-4.2228686244204,-11.7343611534634
410,1982,2,15,-3.0353196441604,-10.6105260465164
411,1982,2,16,4.48766428981231,-6.79496817428204
412,1982,2,17,1.55455417066155,-6.60279648931607
413,1982,2,18,3.62587630757938,-7.45764966183089
414,1982,2,19,12.0939437439379,-1.63341745212705
415,1982,2,20,11.6703510192067,-1.41427851952889
416,1982,2,21,10.2398416050686,-2.51963869400679
417,1982,2,22,3.92929292929293,-4.66615029144568
418,1982,2,23,5.57016638720495,-2.90350942197756
419,1982,2,24,3.68368507983116,-8.96764230120285
420,1982,2,25,-3.36364397259972,-10.9063473666269
