,Unnamed: 0,Year,Mon,Day,tmax,tmin
0,2922,1980,1,1,5.8,1.3
1,2923,1980,1,2,6.8,3.8
2,2924,1980,1,3,9.2,5.6
3,2925,1980,1,4,6.2,-2.1
4,2926,1980,1,5,3.0,-5.9
5,2927,1980,1,6,3.8,-6.3
6,2928,1980,1,7,-1.5,-9.0
7,2929,1980,1,8,5.0,-11.3
8,2930,1980,1,9,4.8,-3.1
9,2931,1980,1,10,3.8,-5.3
10,2932,1980,1,11,3.1,-7.9
11,2933,1980,1,12,4.4,-10.3
12,2934,1980,1,13,4.8,-2.0
13,2935,1980,1,14,3.6,-6.7
14,2936,1980,1,15,2.5,-7.3
15,2937,1980,1,16,4.5,-3.5
16,2938,1980,1,17,4.0,-9.7
17,2939,1980,1,18,4.4,-11.3
18,2940,1980,1,19,1.7,-8.6
19,2941,1980,1,20,1.3,-2.3
20,2942,1980,1,21,0.1,-4.8
21,2943,1980,1,22,1.8,-5.9
22,2944,1980,1,23,6.8,-6.3
23,2945,1980,1,24,8.1,-5.5
24,2946,1980,1,25,11.4,-9.3
25,2947,1980,1,26,9.4,-7.5
26,2948,1980,1,27,14.0,1.7
27,2949,1980,1,28,12.1,2.9
28,2950,1980,1,29,6.2,3.0
29,2951,1980,1,30,3.0,-8.5
30,2952,1980,1,31,-3.2,-8.6
31,2953,1980,2,1,-0.9,-7.1
32,2954,1980,2,2,1.8,-3.6
33,2955,1980,2,3,1.7,-3.3
34,2956,1980,2,4,-0.8,-5.5
35,2957,1980,2,5,-2.5,-7.0
36,2958,1980,2,6,-1.6,-9.5
37,2959,1980,2,7,-1.4,-8.7
38,2960,1980,2,8,-1.7,-8.3
39,2961,1980,2,9,0.2,-12.1
40,2962,1980,2,10,3.5,-4.3
41,2963,1980,2,11,4.8,-3.3
42,2964,1980,2,12,3.6,-3.9
43,2965,1980,2,13,4.2,-3.3
44,2966,1980,2,14,3.0,-5.3
45,2967,1980,2,15,3.5,-4.3
46,2968,1980,2,16,6.8,-4.7
47,2969,1980,2,17,9.3,-6.3
48,2970,1980,2,18,3.7,-6.9
49,2971,1980,2,19,6.7,-0.4
50,2972,1980,2,20,11.5,-4.3
51,2973,1980,2,21,10.6,-3.1
52,2974,1980,2,22,9.9,-6.9
53,2975,1980,2,23,11.8,-2.8
54,2976,1980,2,24,13.8,-3.9
55,2977,1980,2,25,13.1,-3.4
56,2978,1980,2,26,13.0,2.8
57,2979,1980,2,27,9.9,1.7
58,2980,1980,2,28,10.9,1.0
59,2981,1980,2,29,13.4,-4.0
60,2982,1980,3,1,11.3,1.3
61,2983,1980,3,2,13.2,-4.5
62,2984,1980,3,3,13.4,-0.7
63,2985,1980,3,4,9.3,1.5
64,2986,1980,3,5,12.8,1.2
65,2987,1980,3,6,14.2,-1.1
66,2988,1980,3,7,15.9,4.0
67,2989,1980,3,8,13.6,1.5
68,2990,1980,3,9,9.0,5.8
69,2991,1980,3,10,13.7,5.1
70,2992,1980,3,11,10.7,0.2
71,2993,1980,3,12,13.3,-3.4
72,2994,1980,3,13,13.5,-0.7
73,2995,1980,3,14,9.0,1.5
74,2996,1980,3,15,11.3,-0.7
75,2997,1980,3,16,14.3,-1.3
76,2998,1980,3,17,17.7,1.1
77,2999,1980,3,18,13.6,0.9
78,3000,1980,3,19,15.2,0.1
79,3001,1980,3,20,17.6,0.3
80,3002,1980,3,21,11.9,1.6
81,3003,1980,3,22,6.4,2.3
82,3004,1980,3,23,6.7,0.0
83,3005,1980,3,24,8.2,-1.0
84,3006,1980,3,25,11.6,-2.6
85,3007,1980,3,26,12.4,3.0
86,3008,1980,3,27,16.6,0.0
87,3009,1980,3,28,18.8,-1.4
88,3010,1980,3,29,9.8,5.2
89,3011,1980,3,30,20.9,1.9
90,3012,1980,3,31,12.8,8.6
91,3013,1980,4,1,14.3,2.1
92,3014,1980,4,2,16.2,0.6
93,3015,1980,4,3,17.4,-0.7
94,3016,1980,4,4,20.8,0.9
95,3017,1980,4,5,19.1,14.3
96,3018,1980,4,6,19.5,6.3
97,3019,1980,4,7,16.5,1.7
98,3020,1980,4,8,20.0,4.3
99,3021,1980,4,9,22.3,9.7
100,3022,1980,4,10,17.8,7.0
101,3023,1980,4,11,17.5,2.1
102,3024,1980,4,12,14.7,11.0
103,3025,1980,4,13,16.3,8.4
104,3026,1980,4,14,8.8,4.0
105,3027,1980,4,15,10.0,3.2
106,3028,1980,4,16,8.7,3.1
107,3029,1980,4,17,15.1,2.2
108,3030,1980,4,18,18.0,3.6
109,3031,1980,4,19,19.3,11.8
110,3032,1980,4,20,18.2,9.5
111,3033,1980,4,21,18.0,6.4
112,3034,1980,4,22,20.6,2.5
113,3035,1980,4,23,15.7,5.4
114,3036,1980,4,24,15.1,3.3
115,3037,1980,4,25,19.3,4.6
116,3038,1980,4,26,22.4,1.8
117,3039,1980,4,27,14.5,8.8
118,3040,1980,4,28,20.2,7.6
119,3041,1980,4,29,21.4,5.0
120,3042,1980,4,30,23.9,10.8
121,3043,1980,5,1,24.3,6.0
122,3044,1980,5,2,23.8,4.8
123,3045,1980,5,3,20.4,9.4
124,3046,1980,5,4,25.7,14.4
125,3047,1980,5,5,25.4,6.9
126,3048,1980,5,6,21.0,8.8
127,3049,1980,5,7,20.8,5.7
128,3050,1980,5,8,12.3,7.4
129,3051,1980,5,9,21.2,6.4
130,3052,1980,5,10,25.8,5.0
131,3053,1980,5,11,29.7,9.4
132,3054,1980,5,12,18.9,14.8
133,3055,1980,5,13,28.4,15.0
134,3056,1980,5,14,24.3,14.7
135,3057,1980,5,15,26.7,14.8
136,3058,1980,5,16,19.4,9.7
137,3059,1980,5,17,21.8,2.8
138,3060,1980,5,18,25.1,5.3
139,3061,1980,5,19,23.2,10.8
140,3062,1980,5,20,16.7,12.0
141,3063,1980,5,21,29.1,12.8
142,3064,1980,5,22,30.0,11.0
143,3065,1980,5,23,26.7,12.9
144,3066,1980,5,24,26.6,11.0
145,3067,1980,5,25,23.1,16.3
146,3068,1980,5,26,23.1,12.0
147,3069,1980,5,27,25.1,5.9
148,3070,1980,5,28,25.8,7.6
149,3071,1980,5,29,29.6,8.8
150,3072,1980,5,30,31.6,16.7
151,3073,1980,5,31,30.4,15.5
152,3074,1980,6,1,22.9,16.8
153,3075,1980,6,2,22.8,15.3
154,3076,1980,6,3,24.6,13.1
155,3077,1980,6,4,24.3,11.8
156,3078,1980,6,5,30.2,9.4
157,3079,1980,6,6,31.7,12.0
158,3080,1980,6,7,29.1,10.7
159,3081,1980,6,8,24.5,18.3
160,3082,1980,6,9,26.5,15.3
161,3083,1980,6,10,28.4,17.5
162,3084,1980,6,11,31.5,16.6
163,3085,1980,6,12,29.3,18.0
164,3086,1980,6,13,32.3,16.2
165,3087,1980,6,14,28.6,17.8
166,3088,1980,6,15,31.4,18.0
167,3089,1980,6,16,29.1,21.0
168,3090,1980,6,17,27.8,22.1
169,3091,1980,6,18,30.9,20.0
170,3092,1980,6,19,24.3,17.7
171,3093,1980,6,20,25.7,16.8
172,3094,1980,6,21,28.9,16.6
173,3095,1980,6,22,29.7,18.2
174,3096,1980,6,23,28.8,17.8
175,3097,1980,6,24,30.3,19.5
176,3098,1980,6,25,24.9,20.4
177,3099,1980,6,26,27.3,18.7
178,3100,1980,6,27,30.4,16.6
179,3101,1980,6,28,28.8,18.0
180,3102,1980,6,29,30.6,17.8
181,3103,1980,6,30,23.0,18.1
182,3104,1980,7,1,21.8,17.4
183,3105,1980,7,2,24.2,18.4
184,3106,1980,7,3,24.7,18.8
185,3107,1980,7,4,23.7,18.3
186,3108,1980,7,5,27.2,19.6
187,3109,1980,7,6,24.8,19.7
188,3110,1980,7,7,29.4,17.5
189,3111,1980,7,8,30.1,19.4
190,3112,1980,7,9,29.0,20.0
191,3113,1980,7,10,26.7,19.6
192,3114,1980,7,11,22.3,18.4
193,3115,1980,7,12,29.3,17.3
194,3116,1980,7,13,27.8,19.7
195,3117,1980,7,14,29.5,19.5
196,3118,1980,7,15,27.3,21.8
197,3119,1980,7,16,25.7,19.6
198,3120,1980,7,17,23.7,19.0
199,3121,1980,7,18,23.2,18.7
200,3122,1980,7,19,27.0,21.2
201,3123,1980,7,20,31.2,22.8
202,3124,1980,7,21,31.3,20.9
203,3125,1980,7,22,31.6,22.2
204,3126,1980,7,23,29.9,20.5
205,3127,1980,7,24,32.0,16.5
206,3128,1980,7,25,23.7,19.6
207,3129,1980,7,26,32.5,19.8
208,3130,1980,7,27,29.9,21.3
209,3131,1980,7,28,26.6,22.7
210,3132,1980,7,29,23.1,20.9
211,3133,1980,7,30,23.3,18.7
212,3134,1980,7,31,27.8,16.3
213,3135,1980,8,1,28.3,16.9
214,3136,1980,8,2,27.8,16.8
215,3137,1980,8,3,26.7,18.8
216,3138,1980,8,4,22.6,17.7
217,3139,1980,8,5,21.9,18.9
218,3140,1980,8,6,24.9,18.7
219,3141,1980,8,7,20.2,17.5
220,3142,1980,8,8,22.6,17.8
221,3143,1980,8,9,25.4,18.4
222,3144,1980,8,10,28.9,18.7
223,3145,1980,8,11,29.6,20.8
224,3146,1980,8,12,26.7,21.2
225,3147,1980,8,13,23.8,20.3
226,3148,1980,8,14,27.1,19.4
227,3149,1980,8,15,22.4,20.4
228,3150,1980,8,16,23.6,19.9
229,3151,1980,8,17,23.9,19.7
230,3152,1980,8,18,25.9,19.3
231,3153,1980,8,19,29.0,19.8
232,3154,1980,8,20,30.0,21.4
233,3155,1980,8,21,28.1,21.0
234,3156,1980,8,22,26.6,20.1
235,3157,1980,8,23,30.3,18.8
236,3158,1980,8,24,29.2,18.4
237,3159,1980,8,25,22.3,19.4
238,3160,1980,8,26,29.3,20.2
239,3161,1980,8,27,27.8,19.8
240,3162,1980,8,28,23.4,18.8
241,3163,1980,8,29,21.3,18.4
242,3164,1980,8,30,20.8,19.8
243,3165,1980,8,31,27.8,19.4
244,3166,1980,9,1,29.6,18.4
245,3167,1980,9,2,28.6,18.8
246,3168,1980,9,3,30.2,19.0
247,3169,1980,9,4,29.1,17.2
248,3170,1980,9,5,27.5,19.1
249,3171,1980,9,6,23.1,16.0
250,3172,1980,9,7,26.7,14.7
251,3173,1980,9,8,28.0,14.8
252,3174,1980,9,9,25.3,14.3
253,3175,1980,9,10,19.3,17.0
254,3176,1980,9,11,20.5,16.1
255,3177,1980,9,12,25.3,13.8
256,3178,1980,9,13,26.9,12.0
257,3179,1980,9,14,28.9,12.0
258,3180,1980,9,15,28.8,13.1
259,3181,1980,9,16,27.3,15.5
260,3182,1980,9,17,25.5,12.0
261,3183,1980,9,18,25.4,10.4
262,3184,1980,9,19,23.8,12.4
263,3185,1980,9,20,27.3,14.4
264,3186,1980,9,21,24.6,14.7
265,3187,1980,9,22,21.6,12.7
266,3188,1980,9,23,22.4,8.2
267,3189,1980,9,24,23.4,10.4
268,3190,1980,9,25,24.2,9.8
269,3191,1980,9,26,25.2,7.3
270,3192,1980,9,27,25.0,10.0
271,3193,1980,9,28,26.5,8.2
272,3194,1980,9,29,24.7,9.2
273,3195,1980,9,30,23.7,9.0
274,3196,1980,10,1,24.6,6.7
275,3197,1980,10,2,24.9,7.4
276,3198,1980,10,3,24.5,6.6
277,3199,1980,10,4,25.1,8.4
278,3200,1980,10,5,18.6,13.0
279,3201,1980,10,6,20.3,15.8
280,3202,1980,10,7,26.7,11.6
281,3203,1980,10,8,25.6,10.9
282,3204,1980,10,9,22.1,9.1
283,3205,1980,10,10,17.7,13.5
284,3206,1980,10,11,19.3,13.7
285,3207,1980,10,12,17.8,15.0
286,3208,1980,10,13,18.7,15.0
287,3209,1980,10,14,22.2,9.1
288,3210,1980,10,15,22.3,6.4
289,3211,1980,10,16,19.1,8.9
290,3212,1980,10,17,24.3,10.7
291,3213,1980,10,18,15.4,10.4
292,3214,1980,10,19,21.0,9.6
293,3215,1980,10,20,23.2,7.8
